1;Rhea americana;Ñandú;Greater Rhea;Rheidae
543;Mackenziaena leachii;Batará pintado;Large-tailed Antshrike;Thamnophilidae
544;Mackenziaena severa;Batará copetón;Tufted Antshrike;Thamnophilidae
545;Taraba major;Chororó;Great Antshrike;Thamnophilidae
546;Biatas nigropectus;Batará pecho negro;White-bearded Antshrike;Thamnophilidae
547;Thamnophilus doliatus;Choca listada;Barred Antshrike;Thamnophilidae
548;Thamnophilus ruficapillus;Choca corona rojiza;Rufous-capped Antshrike;Thamnophilidae
549;Thamnophilus caerulescens;Choca común;Variable Antshrike;Thamnophilidae
550;Dysithamnus mentalis;Choca amarilla;Plain Antvireo;Thamnophilidae
551;Myrmorchilus strigilatus;Batará estriado;Stripe-backed Antbird;Thamnophilidae
552;Herpsilochmus atricapillus;Tiluchí plomizo;Black-capped Antwren;Thamnophilidae
553;Herpsilochmus rufimarginatus;Tiluchí ala rojiza;Rufous-winged Antwren;Thamnophilidae
554;Drymophila rubricollis;Tiluchí colorado;Bertoni's Antbird;Thamnophilidae
555;Drymophila malura;Tiluchí estriado;Dusky-tailed Antbird;Thamnophilidae
556;Terenura maculata;Tiluchí enano;Streak-capped Antwren;Thamnophilidae
557;Pyriglena leucoptera;Batará negro;White-shouldered Fire-eye;Thamnophilidae
558;Melanopareia maximiliani;Gallito de collar;Olive-crowned Crescentchest;Melanopareiidae
559;Conopophaga lineata;Chupadientes;Rufous Gnateater;Conopophagidae
560;Grallaria varia;Chululú pintado;Variegated Antpitta;Grallariidae
561;Grallaria albigula;Chululú cabeza rojiza;White-throated Antpitta;Grallariidae
562;Hylopezus nattereri;Chululú chico;Speckle-breasted Antpitta;Grallariidae
563;Psilorhamphus guttatus;Gallito overo;Spotted Bamboowren;Rhinocryptidae
564;Rhinocrypta lanceolata;Gallito copetón;Crested Gallito;Rhinocryptidae
565;Teledromas fuscus;Gallito arena;Sandy Gallito;Rhinocryptidae
566;Pteroptochos castaneus;Huet-huet castaño;Chestnut-throated Huet-huet;Rhinocryptidae
567;Pteroptochos tarnii;Huet-huet;Black-throated Huet-huet;Rhinocryptidae
568;Scelorchilus rubecula;Chucao;Chucao Tapaculo;Rhinocryptidae
569;Eugralla paradoxa;Churrín grande;Ochre-flanked Tapaculo;Rhinocryptidae
570;Scytalopus pachecoi;Churrín plomizo;Planalto Tapaculo;Rhinocryptidae
571;Scytalopus magellanicus;Churrín andino;Magellanic Tapaculo;Rhinocryptidae
572;Scytalopus zimmeri;Churrín quebradeño;Zimmer's Tapaculo;Rhinocryptidae
573;Scytalopus superciliaris;Churrín ceja blanca;White-browed Tapaculo;Rhinocryptidae
574;Chamaeza campanisona;Tovaca común;Short-tailed Antthrush;Formicariidae
575;Chamaeza ruficauda;Tovaca colorada;Rufous-tailed Antthrush;Formicariidae
576;Sclerurus scansor;Raspahojas;Rufous-breasted Leaftosser;Furnariidae
577;Geositta tenuirostris;Caminera picuda;Slender-billed Miner;Furnariidae
578;Geositta cunicularia;Caminera común;Common Miner;Furnariidae
579;Geositta punensis;Caminera puneña;Puna Miner;Furnariidae
580;Geositta rufipennis;Caminera colorada;Rufous-banded Miner;Furnariidae
581;Geositta antarctica;Caminera patagónica;Short-billed Miner;Furnariidae
582;Geositta isabellina;Caminera grande;Creamy-rumped Miner;Furnariidae
583;Sittasomus griseicapillus;Tarefero;Olivaceous Woodcreeper;Furnariidae
584;Dendrocincla turdina;Arapasú;Plain-winged Woodcreeper;Furnariidae
585;Dendrocolaptes picumnus;Trepador colorado;Black-banded Woodcreeper;Furnariidae
586;Dendrocolaptes platyrostris;Trepador oscuro;Planalto Woodcreeper;Furnariidae
587;Xiphocolaptes albicollis;Trepador garganta blanca;White-throated Woodcreeper;Furnariidae
588;Xiphocolaptes major;Trepador gigante;Great Rufous Woodcreeper;Furnariidae
589;Xiphorhynchus fuscus;Chinchero enano;Lesser Woodcreeper;Furnariidae
590;Campylorhamphus trochilirostris;Picapalo colorado;Red-billed Scythebill;Furnariidae
591;Campylorhamphus falcularius;Picapalo oscuro;Black-billed Scythebill;Furnariidae
592;Drymornis bridgesii;Chinchero grande;Scimitar-billed Woodcreeper;Furnariidae
593;Lepidocolaptes angustirostris;Chinchero chico;Narrow-billed Woodcreeper;Furnariidae
594;Lepidocolaptes falcinellus;Chinchero escamado;Scalloped Woodcreeper;Furnariidae
595;Xenops minutus;Picolezna chico;Plain Xenops;Furnariidae
596;Xenops rutilans;Picolezna rojizo;Streaked Xenops;Furnariidae
597;Pygarrhichas albogularis;Picolezna patagónico;White-throated Treerunner;Furnariidae
598;Ochetorhynchus andaecola;Bandurrita cola castaña;Rock Earthcreeper;Furnariidae
599;Ochetorhynchus ruficaudus;Bandurrita pico recto;Straight-billed Earthcreeper;Furnariidae
600;Ochetorhynchus phoenicurus;Bandurrita patagónica;Band-tailed Earthcreeper;Furnariidae
601;Tarphonomus harterti;Bandurrita boliviana;Bolivian Earthcreeper;Furnariidae
602;Tarphonomus certhioides;Bandurrita chaqueña;Chaco Earthcreeper;Furnariidae
603;Furnarius rufus;Hornero;Rufous Hornero;Furnariidae
604;Furnarius cristatus;Hornerito copetón;Crested Hornero;Furnariidae
605;Lochmias nematura;Macuquito;Sharp-tailed Streamcreeper;Furnariidae
606;Phleocryptes melanops;Junquero;Wren-like Rushbird;Furnariidae
607;Limnornis curvirostris;Pajonalera pico curvo;Curve-billed Reedhaunter;Furnariidae
608;Upucerthia saturatior;Bandurrita del bosque;Patagonian Forest Earthcreeper;Furnariidae
609;Upucerthia dumetaria;Bandurrita común;Scale-throated Earthcreeper;Furnariidae
610;Upucerthia validirostris;Bandurrita andina;Buff-breasted Earthcreeper;Furnariidae
611;Cinclodes fuscus;Remolinera común;Buff-winged Cinclodes;Furnariidae
612;Cinclodes antarcticus;Remolinera negra;Blackish Cinclodes;Furnariidae
613;Cinclodes comechingonus;Remolinera serrana;Cordoba Cinclodes;Furnariidae
614;Cinclodes olrogi;Remolinera chocolate;Olrog's Cinclodes;Furnariidae
615;Cinclodes albiventris;Remolinera acanelada;Cream-winged Cinclodes;Furnariidae
616;Cinclodes oustaleti;Remolinera chica;Gray-flanked Cinclodes;Furnariidae
617;Cinclodes atacamensis;Remolinera castaña;White-winged Cinclodes;Furnariidae
618;Cinclodes patagonicus;Remolinera araucana;Dark-bellied Cinclodes;Furnariidae
619;Heliobletus contaminatus;Picolezna estriado;Sharp-billed Treehunter;Furnariidae
620;Philydor atricapillus;Ticotico cabeza negra;Black-capped Foliage-gleaner;Furnariidae
621;Philydor rufum;Ticotico grande;Buff-fronted Foliage-gleaner;Furnariidae
622;Anabacerthia amaurotis;Ticotico ceja blanca;White-browed Foliage-gleaner;Furnariidae
623;Anabacerthia lichtensteini;Ticotico ocráceo;Ochre-breasted Foliage-gleaner;Furnariidae
624;Syndactyla rufosuperciliata;Ticotico común;Buff-browed Foliage-gleaner;Furnariidae
625;Clibanornis dendrocolaptoides;Tacuarero;Canebrake Groundcreeper;Furnariidae
626;Automolus leucophthalmus;Ticotico ojo blanco;White-eyed Foliage-gleaner;Furnariidae
627;Margarornis squamiger;Ticotico perlado;Pearled Treerunner;Furnariidae
628;Aphrastura spinicauda;Rayadito;Thorn-tailed Rayadito;Furnariidae
629;Sylviorthorhynchus desmursii;Colilarga;Des Murs's Wiretail;Furnariidae
630;Leptasthenura fuliginiceps;Coludito canela;Brown-capped Tit-Spinetail;Furnariidae
631;Sylviorthorhynchus yanacensis;Coludito puneño;Tawny Tit-Spinetail;Furnariidae
632;Leptasthenura platensis;Coludito copetón;Tufted TitSpinetail;Furnariidae
633;Leptasthenura aegithaloides;Coludito cola negra;Plain-mantled Tit-Spinetail;Furnariidae
634;Leptasthenura setaria;Coludito de los pinos;Araucaria Tit-Spinetail;Furnariidae
635;Phacellodomus rufifrons;Espinero frente rojiza;Rufous-fronted Thornbird;Furnariidae
636;Phacellodomus striaticeps;Espinero andino;Streak-fronted Thornbird;Furnariidae
637;Phacellodomus sibilatrix;Espinero chico;Little Thornbird;Furnariidae
638;Phacellodomus maculipectus;Espinero serrano;Spot-breasted Thornbird;Furnariidae
639;Phacellodomus striaticollis;Espinero pecho manchado;Freckle-breasted Thornbird;Furnariidae
640;Phacellodomus ruber;Espinero grande;Greater Thornbird;Furnariidae
641;Phacellodomus ferrugineigula;Espinero pecho naranja;Orange-breasted Thornbird;Furnariidae
642;Anumbius annumbi;Leñatero;Firewoodgatherer;Furnariidae
643;Coryphistera alaudina;Crestudo;Lark-like Brushrunner;Furnariidae
644;Asthenes dorbignyi;Canastero rojizo;Creamy-breasted Canastero;Furnariidae
645;Asthenes baeri;Canastero chaqueño;Short-billed Canastero;Furnariidae
646;Asthenes hudsoni;Espartillero pampeano;Hudson's Canastero;Furnariidae
647;Asthenes anthoides;Espartillero austral;Austral Canastero;Furnariidae
648;Asthenes maculicauda;Espartillero estriado;Scribble-tailed Canastero;Furnariidae
649;Asthenes sclateri;Espartillero serrano;Puna Canastero;Furnariidae
650;Asthenes modesta;Canastero pálido;Cordilleran Canastero;Furnariidae
651;Asthenes pyrrholeuca;Canastero coludo;Sharp-billed Canastero;Furnariidae
652;Asthenes heterura;Canastero quebradeño;Maquis Canastero;Furnariidae
653;Limnoctites rectirostris;Pajonalera pico recto;Straight-billed Reedhaunter;Furnariidae
654;Limnoctites sulphuriferus;Curutié ocráceo;Sulphur-throated Spinetail;Furnariidae
655;Cranioleuca pyrrhophia;Curutié blanco;Stripe-crowned Spinetail;Furnariidae
656;Cranioleuca obsoleta;Curutié olivaceo;Olive Spinetail;Furnariidae
657;Pseudasthenes humicola;Canastero estriado;Dusky-tailed Canastero;Furnariidae
658;Pseudasthenes patagonica;Canastero patagónico;Patagonian Canastero;Furnariidae
659;Pseudasthenes steinbachi;Canastero castaño;Steinbach's Canastero;Furnariidae
660;Spartonoica maluroides;Espartillero enano;Bay-capped Wren-Spinetail;Furnariidae
661;Pseudoseisura lophotes;Cacholote castaño;Brown Cacholote;Furnariidae
662;Pseudoseisura gutturalis;Cacholote pardo;White-throated Cacholote;Furnariidae
663;Schoeniophylax phryganophilus;Chotoy;Chotoy Spinetail;Furnariidae
664;Certhiaxis cinnamomeus;Curutié colorado;Yellow-chinned Spinetail;Furnariidae
665;Synallaxis scutata;Pijuí canela;Ochre-cheeked Spinetail;Furnariidae
666;Synallaxis cinerascens;Pijuí negruzco;Gray-bellied Spinetail;Furnariidae
667;Synallaxis ruficapilla;Pijuí corona rojiza;Rufous-capped Spinetail;Furnariidae
668;Synallaxis spixi;Pijuí plomizo;Spix's Spinetail;Furnariidae
669;Synallaxis albescens;Pijuí cola parda;Pale-breasted Spinetail;Furnariidae
670;Synallaxis frontalis;Pijuí frente gris;Sooty-fronted Spinetail;Furnariidae
671;Synallaxis azarae;Pijuí ceja canela;Azara's Spinetail;Furnariidae
672;Phyllomyias burmeisteri;Mosqueta pico curvo;Rough-legged Tyrannulet;Tyrannidae
673;Phyllomyias virescens;Mosqueta corona oliva;Greenish Tyrannulet;Tyrannidae
674;Phyllomyias sclateri;Mosqueta corona gris;Sclater's Tyrannulet;Tyrannidae
675;Phyllomyias fasciatus;Mosqueta olivácea;Planalto Tyran-nulet;Tyrannidae
676;Myiopagis caniceps;Fiofío ceniciento;Gray Elaenia;Tyrannidae
677;Myiopagis viridicata;Fiofío corona dorada;Greenish Elaenia;Tyrannidae
678;Elaenia flavogaster;Fiofío copetón;Yellow-bellied Elaenia;Tyrannidae
679;Elaenia spectabilis;Fiofío grande;Large Elaenia;Tyrannidae
680;Elaenia albiceps;Fiofío silbón;White-crested Elaenia;Tyrannidae
681;Elaenia parvirostris;Fiofío pico corto;Small-billed Elaenia;Tyrannidae
682;Elaenia mesoleuca;Fiofío oliváceo;Olivaceous Elaenia;Tyrannidae
683;Elaenia strepera;Fiofio plomizo;Slaty Elaenia;Tyrannidae
684;Elaenia chiriquensis;Fiofío belicoso;Lesser Elaenia;Tyrannidae
685;Elaenia obscura;Fiofío oscuro;Highland Elaenia;Tyrannidae
686;Camptostoma obsoletum;Piojito silbón;Southern Bear-less-Tyrannulet;Tyrannidae
687;Suiriri suiriri;Suirirí común;Suiriri Flycatcher;Tyrannidae
688;Mecocerculus hellmayri;Piojito de los pinos;Buff-banded Tyrannulet;Tyrannidae
689;Mecocerculus leucophrys;Piojito gargantilla;White-throated Tyrannulet;Tyrannidae
690;Anairetes flavirostris;Cachudito pico amarillo;Yellow-billed Tit-Tyrant;Tyrannidae
691;Anairetes parulus;Cachudito pico negro;Tufted Tit- Tyrant;Tyrannidae
692;Serpophaga nigricans;Piojito gris;Sooty Tyrannulet;Tyrannidae
693;Serpophaga subcristata;Piojito común;White-crested Tyrannulet;Tyrannidae
694;Serpophaga munda;Piojito vientre blanco;White-bellied Tyrannulet;Tyrannidae
695;Serpophaga griseicapilla;Piojito trinador;Straneck's Tyrannulet;Tyrannidae
696;Phaeomyias murina;Piojito pardo;Mouse-colored Tyrannulet;Tyrannidae
697;Capsiempis flaveola;Mosqueta ceja amarilla;Yellow Tyrannulet;Tyrannidae
698;Polystictus pectoralis;Tachurí canela;Bearded Tachuri;Tyrannidae
699;Pseudocolopteryx sclateri;Doradito copetón;Crested Doradito;Tyrannidae
700;Pseudocolopteryx acutipennis;Doradito oliváceo;Subtropical Doradito;Tyrannidae
701;Pseudocolopteryx dinelliana;Doradito pardo;Dinelli's Doradito;Tyrannidae
702;Pseudocolopteryx flaviventris;Doradito común;Warbling Doradito;Tyrannidae
703;Pseudocolopteryx citreola;Doradito limón;Ticking Doradito;Tyrannidae
704;Corythopis delalandi;Mosquitero;Southern Antpipit;Tyrannidae
705;Euscarthmus meloryphus;Barullero;Tawny-crowned Pygmy-Tyrant;Tyrannidae
706;Stigmatura budytoides;Calandrita;Greater Wagtail-Tyrant;Tyrannidae
707;Phylloscartes eximius;Mosqueta media luna;Southern Bristle-Tyrant;Tyrannidae
708;Phylloscartes ventralis;Mosqueta común;Mottle-cheeked Tyrannulet;Tyrannidae
709;Phylloscartes paulista;Mosqueta oreja negra;Sao Paulo Tyrannulet;Tyrannidae
710;Phylloscartes sylviolus;Mosqueta cara canela;Bay-ringed Tyrannulet;Tyrannidae
711;Mionectes rufiventris;Ladrillito;Gray-hooded Flycatcher;Tyrannidae
712;Leptopogon amaurocephalus;Mosqueta corona parda;Sepia-capped Flycatcher;Tyrannidae
713;Sublegatus modestus;Suirirí pico corto;Southern ScrubFlycatcher;Tyrannidae
714;Inezia inornata;Piojito picudo;Plain Tyrannulet;Tyrannidae
715;Tachuris rubrigastra;Tachurí sietecolores;Many-colored Rush Tyrant;Tyrannidae
716;Culicivora caudacuta;Tachurí coludo;Sharp-tailed Tyrant;Tyrannidae
717;Myiornis auricularis;Mosqueta enana;Eared Pygmy-Tyrant;Tyrannidae
718;Hemitriccus diops;Mosqueta de anteojos;Drab-breasted Pygmy-Tyrant;Tyrannidae
719;Hemitriccus obsoletus;Mosqueta ojo grande;Brown-breasted Pygmy-Tyrant;Tyrannidae
720;Hemitriccus margaritaceiventer;Mosqueta ojo dorado;Pearly-vented Tody-Tyrant;Tyrannidae
721;Poecilotriccus plumbeiceps;Mosqueta cabeza canela;Ochre-faced Tody-Flycatcher;Tyrannidae
722;Todirostrum cinereum;Mosqueta amarilla;Common Tody-Flycatcher;Tyrannidae
723;Tolmomyias sulphurescens;Picochato grande;Yellow-olive Flycatcher;Tyrannidae
724;Platyrinchus mystaceus;Picochato enano;White-throated Spadebill;Tyrannidae
725;Platyrinchus leucoryphus;Picochato chico;Russet-winged Spadebill;Tyrannidae
726;Myiophobus fasciatus;Mosqueta estriada;Bran-colored Flycatcher;Tyrannidae
727;Pyrrhomyias cinnamomeus;Birro chico;Cinnamon Flycatcher;Tyrannidae
728;Hirundinea ferruginea;Birro común;Cliff Flycatcher;Tyrannidae
729;Lathrotriccus euleri;Mosqueta parda;Euler's Flycatcher;Tyrannidae
730;Cnemotriccus fuscatus;Mosqueta ceja blanca;Fuscous Flycatcher;Tyrannidae
731;Empidonax alnorum;Mosqueta boreal;Alder Flycatcher;Tyrannidae
732;Contopus fumigatus;Burlisto copetón;Smoke-colored Pewee;Tyrannidae
733;Contopus cinereus;Burlisto chico;Tropical Pewee;Tyrannidae
734;Sayornis nigricans;Viudita de río;Black Phoebe;Tyrannidae
735;Pyrocephalus rubinus;Churrinche;Vermilion Flycatcher;Tyrannidae
736;Lessonia rufa;Sobrepuesto común;Austral Negrito;Tyrannidae
737;Lessonia oreas;Sobrepuesto andino;Andean Negrito;Tyrannidae
738;Knipolegus cabanisi;Viudita yungueña;Plumbeous Black-Tyrant;Tyrannidae
739;Knipolegus cyanirostris;Viudita pico celeste;Blue-billed Black-Tyrant;Tyrannidae
740;Knipolegus striaticeps;Viudita chaqueña;Cinereous Tyrant;Tyrannidae
741;Knipolegus aterrimus;Viudita común;White-winged Black-Tyrant;Tyrannidae
742;Knipolegus hudsoni;Viudita chica;Hudson's Black-Tyrant;Tyrannidae
743;Hymenops perspicillatus;Pico de plata;Spectacled Tyrant;Tyrannidae
744;Satrapa icterophrys;Suirirí amarillo;Yellow-browed Tyrant;Tyrannidae
745;Muscisaxicola maculirostris;Dormilona chica;Spot-billed Ground-Tyrant;Tyrannidae
746;Muscisaxicola juninensis;Dormilona puneña;Puna Ground-Tyrant;Tyrannidae
747;Muscisaxicola cinereus;Dormilona cenicienta;Cinereous Ground-Tyrant;Tyrannidae
748;Muscisaxicola flavinucha;Dormilona fraile;Ochre-naped Ground-Tyrant;Tyrannidae
749;Muscisaxicola rufivertex;Dormilona gris;Rufous-naped Ground-Tyrant;Tyrannidae
750;Muscisaxicola maclovianus;Dormilona cara negra;Dark-faced Ground-Tyrant;Tyrannidae
751;Muscisaxicola albilora;Dormilona ceja blanca;White-browed Ground-Tyrant;Tyrannidae
752;Muscisaxicola capistratus;Dormilona canela;Cinnamon-bellied Ground-Tyrant;Tyrannidae
753;Muscisaxicola frontalis;Dormilona frente negra;Black-fronted Ground-Tyrant;Tyrannidae
754;Agriornis montanus;Gaucho serrano;Black-billed Shrike-Tyrant;Tyrannidae
755;Agriornis albicauda;Gaucho andino;White-tailed Shrike-Tyrant;Tyrannidae
756;Agriornis lividus;Gaucho grande;Great Shrike-Tyrant;Tyrannidae
757;Agriornis micropterus;Gaucho común;Gray-bellied Shrike-Tyrant;Tyrannidae
758;Agriornis murinus;Gaucho chico;Lesser Shrike-Tyrant;Tyrannidae
759;Xolmis pyrope;Diucón;Fire-eyed Diucon;Tyrannidae
760;Xolmis cinereus;Monjita gris;Gray Monjita;Tyrannidae
761;Xolmis coronatus;Monjita coronada;Black-crowned Monjita;Tyrannidae
762;Xolmis irupero;Monjita blanca;White Monjita;Tyrannidae
763;Xolmis salinarum;Monjita salinera;Salinas Monjita;Tyrannidae
764;Xolmis rubetra;Monjita castaña;Rusty-backed Monjita;Tyrannidae
765;Xolmis dominicanus;Monjita dominica;Black-and-white Monjita;Tyrannidae
766;Myiotheretes striaticollis;Birro grande;Streak-throated Bush-Tyrant;Tyrannidae
767;Polioxolmis rufipennis;Birro gris;Rufous-webbed Bush-Tyrant;Tyrannidae
768;Neoxolmis rufiventris;Monjita chocolate;Chocolate-vented Tyrant;Tyrannidae
769;Gubernetes yetapa;Yetapá grande;Streamer-tailed Tyrant;Tyrannidae
770;Muscipipra vetula;Viudita coluda;Shear-tailed Gray Tyrant;Tyrannidae
771;Fluvicola albiventer;Viudita blanca;Black-backed Water-Tyrant;Tyrannidae
772;Fluvicola nengeta;Viudita enmascarada;Masked Water-Tyrant;Tyrannidae
773;Arundinicola leucocephala;Lavandera;White-headed Marsh Tyrant;Tyrannidae
774;Alectrurus tricolor;Yetapá chico;Cock-tailed Tyrant;Tyrannidae
775;Alectrurus risora;Yetapá de collar;Strange-tailed Tyrant;Tyrannidae
776;Ochthoeca oenanthoides;Pitajo canela;d'Orbigny's Chat-Tyrant;Tyrannidae
777;Ochthoeca leucophrys;Pitajo gris;White-browed Chat-Tyrant;Tyrannidae
778;Colorhamphus parvirostris;Peutrén;Patagonian Tyrant;Tyrannidae
779;Colonia colonus;Yetapá negro;Long-tailed Tyrant;Tyrannidae
780;Machetornis rixosa;Picabuey;Cattle Tyrant;Tyrannidae
781;Legatus leucophaius;Tuquito chico;Piratic Flycatcher;Tyrannidae
782;Myiozetetes similis;Benteveo mediano;Social Flycatcher;Tyrannidae
783;Pitangus sulphuratus;Benteveo común;Great Kiskadee;Tyrannidae
784;Pitangus lictor;Benteveo pico fino;Lesser Kiska-dee;Tyrannidae
785;Conopias trivirgatus;Benteveo chico;Three-striped Flycatcher;Tyrannidae
786;Myiodynastes chrysocephalus;Benteveo de barbijo;Golden-crowned Flycatcher;Tyrannidae
787;Myiodynastes maculatus;Benteveo rayado;Streaked Flycatcher;Tyrannidae
788;Megarynchus pitangua;Pitanguá;Boat-billed Flycatcher;Tyrannidae
789;Empidonomus varius;Tuquito rayado;Variegated Flycatcher;Tyrannidae
790;Empidonomus aurantioatrocristatus;Tuquito gris;Crowned Slaty Flycatcher;Tyrannidae
791;Tyrannus melancholicus;Suirirí real;Tropical Kingbird;Tyrannidae
792;Tyrannus savana;Tijereta;Fork-tailed Flycatcher;Tyrannidae
